event_id,sales_minute,tickets_sold_in_minute
48C03084FB95FA7E,2025-03-21T10:08:00.000+00:00,20
48C03084FB95FA7E,2025-03-23T19:39:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T20:49:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:18:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:13:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:04:00.000+00:00,160
48C03084FB95FA7E,2025-03-23T22:58:00.000+00:00,40
48C03084FB95FA7E,2025-03-21T19:55:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T17:26:00.000+00:00,40
48C03084FB95FA7E,2025-03-21T22:01:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:11:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:23:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T21:03:00.000+00:00,40
48C03084FB95FA7E,2025-03-21T20:22:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:16:00.000+00:00,40
48C03084FB95FA7E,2025-03-21T01:59:00.000+00:00,40
48C03084FB95FA7E,2025-03-24T19:05:00.000+00:00,20
48C03084FB95FA7E,2025-03-24T05:03:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T17:08:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:45:00.000+00:00,20
48C03084FB95FA7E,2025-03-23T23:40:00.000+00:00,40
48C03084FB95FA7E,2025-03-23T17:10:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:51:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T17:17:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T23:38:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T17:48:00.000+00:00,40
48C03084FB95FA7E,2025-03-23T19:13:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T19:50:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:26:00.000+00:00,60
48C03084FB95FA7E,2025-03-23T17:34:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T17:03:00.000+00:00,40
48C03084FB95FA7E,2025-03-21T17:33:00.000+00:00,60
48C03084FB95FA7E,2025-03-21T05:58:00.000+00:00,20
48C03084FB95FA7E,2025-03-24T04:25:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T06:22:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T23:13:00.000+00:00,40
48C03084FB95FA7E,2025-03-23T17:02:00.000+00:00,40
48C03084FB95FA7E,2025-03-24T00:48:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:24:00.000+00:00,40
48C03084FB95FA7E,2025-03-24T16:01:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T17:19:00.000+00:00,40
48C03084FB95FA7E,2025-03-21T00:58:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T18:15:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T03:20:00.000+00:00,40
48C03084FB95FA7E,2025-03-23T02:55:00.000+00:00,40
48C03084FB95FA7E,2025-03-23T17:44:00.000+00:00,20
48C03084FB95FA7E,2025-03-23T18:52:00.000+00:00,40
48C03084FB95FA7E,2025-03-24T01:22:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T14:59:00.000+00:00,60
48C03084FB95FA7E,2025-03-22T13:09:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T17:06:00.000+00:00,80
48C03084FB95FA7E,2025-03-20T17:25:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T18:28:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T20:00:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T19:00:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T03:41:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T20:32:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T04:59:00.000+00:00,40
48C03084FB95FA7E,2025-03-23T23:02:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T20:06:00.000+00:00,40
48C03084FB95FA7E,2025-03-21T00:53:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T19:36:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T22:34:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T17:03:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T08:11:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T17:42:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T17:20:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T01:18:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T17:05:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T20:44:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T18:22:00.000+00:00,40
48C03084FB95FA7E,2025-03-23T18:04:00.000+00:00,20
48C03084FB95FA7E,2025-03-23T17:48:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T22:04:00.000+00:00,20
48C03084FB95FA7E,2025-03-23T17:28:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T13:54:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T14:57:00.000+00:00,40
48C03084FB95FA7E,2025-03-23T00:54:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T05:15:00.000+00:00,40
48C03084FB95FA7E,2025-03-20T19:21:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T03:05:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T20:20:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T22:33:00.000+00:00,20
48C03084FB95FA7E,2025-03-23T19:49:00.000+00:00,20
48C03084FB95FA7E,2025-03-23T18:06:00.000+00:00,20
48C03084FB95FA7E,2025-03-23T17:25:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T21:38:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T18:21:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T03:26:00.000+00:00,20
48C03084FB95FA7E,2025-03-24T09:30:00.000+00:00,20
48C03084FB95FA7E,2025-03-22T02:21:00.000+00:00,20
48C03084FB95FA7E,2025-03-20T17:33:00.000+00:00,20
48C03084FB95FA7E,2025-03-21T22:19:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T19:21:00.000+00:00,20
1D1A6C64BDC79849,2025-03-22T01:16:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T00:23:00.000+00:00,40
1D1A6C64BDC79849,2025-03-23T15:42:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T03:42:00.000+00:00,20
1D1A6C64BDC79849,2025-03-20T22:21:00.000+00:00,20
1D1A6C64BDC79849,2025-03-23T15:09:00.000+00:00,40
1D1A6C64BDC79849,2025-03-21T15:26:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T02:11:00.000+00:00,20
1D1A6C64BDC79849,2025-03-22T03:42:00.000+00:00,60
1D1A6C64BDC79849,2025-03-20T23:34:00.000+00:00,20
1D1A6C64BDC79849,2025-03-22T01:07:00.000+00:00,40
1D1A6C64BDC79849,2025-03-21T13:45:00.000+00:00,40
1D1A6C64BDC79849,2025-03-22T15:45:00.000+00:00,40
1D1A6C64BDC79849,2025-03-21T14:31:00.000+00:00,20
1D1A6C64BDC79849,2025-03-25T02:01:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T02:12:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T19:01:00.000+00:00,20
1D1A6C64BDC79849,2025-03-23T18:13:00.000+00:00,40
1D1A6C64BDC79849,2025-03-23T15:08:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T17:25:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T02:36:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T20:53:00.000+00:00,20
1D1A6C64BDC79849,2025-03-21T15:11:00.000+00:00,20
1D1A6C64BDC79849,2025-03-20T20:48:00.000+00:00,20
1D1A6C64BDC79849,2025-03-25T04:40:00.000+00:00,20
1D1A6C64BDC79849,2025-03-22T04:30:00.000+00:00,20
6B22178207E343E0,2025-03-20T15:22:00.000+00:00,840
6B22178207E343E0,2025-03-20T15:29:00.000+00:00,280
6B22178207E343E0,2025-03-20T15:39:00.000+00:00,360
6B22178207E343E0,2025-03-20T21:49:00.000+00:00,20
6B22178207E343E0,2025-03-20T16:03:00.000+00:00,60
6B22178207E343E0,2025-03-20T15:06:00.000+00:00,1640
6B22178207E343E0,2025-03-20T15:03:00.000+00:00,760
6B22178207E343E0,2025-03-23T15:21:00.000+00:00,60
6B22178207E343E0,2025-03-20T17:46:00.000+00:00,80
6B22178207E343E0,2025-03-20T15:13:00.000+00:00,440
6B22178207E343E0,2025-03-20T15:11:00.000+00:00,1020
6B22178207E343E0,2025-03-20T15:43:00.000+00:00,220
6B22178207E343E0,2025-03-20T15:17:00.000+00:00,800
6B22178207E343E0,2025-03-23T15:04:00.000+00:00,280
6B22178207E343E0,2025-03-23T16:08:00.000+00:00,80
6B22178207E343E0,2025-03-22T15:10:00.000+00:00,160
6B22178207E343E0,2025-03-20T15:08:00.000+00:00,1040
6B22178207E343E0,2025-03-20T15:25:00.000+00:00,380
6B22178207E343E0,2025-03-20T15:09:00.000+00:00,1460
6B22178207E343E0,2025-03-20T15:50:00.000+00:00,240
6B22178207E343E0,2025-03-20T16:07:00.000+00:00,120
6B22178207E343E0,2025-03-20T15:47:00.000+00:00,140
6B22178207E343E0,2025-03-20T15:21:00.000+00:00,960
6B22178207E343E0,2025-03-23T18:22:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:23:00.000+00:00,80
6B22178207E343E0,2025-03-20T23:00:00.000+00:00,20
6B22178207E343E0,2025-03-21T15:17:00.000+00:00,180
6B22178207E343E0,2025-03-20T19:41:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:05:00.000+00:00,80
6B22178207E343E0,2025-03-20T15:15:00.000+00:00,440
6B22178207E343E0,2025-03-20T15:19:00.000+00:00,960
6B22178207E343E0,2025-03-20T15:18:00.000+00:00,320
6B22178207E343E0,2025-03-20T15:36:00.000+00:00,240
6B22178207E343E0,2025-03-22T16:01:00.000+00:00,40
6B22178207E343E0,2025-03-20T15:07:00.000+00:00,1600
6B22178207E343E0,2025-03-23T16:06:00.000+00:00,40
6B22178207E343E0,2025-03-20T15:04:00.000+00:00,720
6B22178207E343E0,2025-03-23T17:29:00.000+00:00,80
6B22178207E343E0,2025-03-23T15:24:00.000+00:00,60
6B22178207E343E0,2025-03-20T15:53:00.000+00:00,200
6B22178207E343E0,2025-03-23T15:13:00.000+00:00,40
6B22178207E343E0,2025-03-21T20:45:00.000+00:00,40
6B22178207E343E0,2025-03-20T15:24:00.000+00:00,320
6B22178207E343E0,2025-03-20T19:44:00.000+00:00,40
6B22178207E343E0,2025-03-20T15:35:00.000+00:00,320
6B22178207E343E0,2025-03-23T15:02:00.000+00:00,320
6B22178207E343E0,2025-03-22T15:07:00.000+00:00,240
6B22178207E343E0,2025-03-20T15:28:00.000+00:00,500
6B22178207E343E0,2025-03-20T15:49:00.000+00:00,80
6B22178207E343E0,2025-03-20T15:05:00.000+00:00,1040
6B22178207E343E0,2025-03-20T15:23:00.000+00:00,580
6B22178207E343E0,2025-03-20T15:26:00.000+00:00,220
6B22178207E343E0,2025-03-23T16:22:00.000+00:00,60
6B22178207E343E0,2025-03-22T15:08:00.000+00:00,180
6B22178207E343E0,2025-03-20T15:10:00.000+00:00,1280
6B22178207E343E0,2025-03-20T16:39:00.000+00:00,20
6B22178207E343E0,2025-03-20T17:31:00.000+00:00,20
6B22178207E343E0,2025-03-23T15:03:00.000+00:00,200
6B22178207E343E0,2025-03-23T01:57:00.000+00:00,40
6B22178207E343E0,2025-03-20T15:12:00.000+00:00,1020
6B22178207E343E0,2025-03-20T15:27:00.000+00:00,420
6B22178207E343E0,2025-03-20T16:15:00.000+00:00,120
6B22178207E343E0,2025-03-21T15:13:00.000+00:00,80
6B22178207E343E0,2025-03-24T02:56:00.000+00:00,20
6B22178207E343E0,2025-03-21T16:30:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:19:00.000+00:00,260
6B22178207E343E0,2025-03-20T15:30:00.000+00:00,160
6B22178207E343E0,2025-03-21T15:32:00.000+00:00,80
6B22178207E343E0,2025-03-23T23:34:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:07:00.000+00:00,480
6B22178207E343E0,2025-03-20T15:48:00.000+00:00,320
6B22178207E343E0,2025-03-24T19:27:00.000+00:00,40
6B22178207E343E0,2025-03-20T15:34:00.000+00:00,200
6B22178207E343E0,2025-03-20T15:46:00.000+00:00,80
6B22178207E343E0,2025-03-20T16:28:00.000+00:00,20
6B22178207E343E0,2025-03-23T15:27:00.000+00:00,40
6B22178207E343E0,2025-03-23T20:42:00.000+00:00,20
6B22178207E343E0,2025-03-23T15:25:00.000+00:00,80
6B22178207E343E0,2025-03-22T15:06:00.000+00:00,300
6B22178207E343E0,2025-03-23T15:07:00.000+00:00,80
6B22178207E343E0,2025-03-20T15:14:00.000+00:00,340
6B22178207E343E0,2025-03-21T18:19:00.000+00:00,20
6B22178207E343E0,2025-03-20T15:52:00.000+00:00,160
6B22178207E343E0,2025-03-22T15:05:00.000+00:00,280
6B22178207E343E0,2025-03-24T14:53:00.000+00:00,40
6B22178207E343E0,2025-03-23T16:21:00.000+00:00,80
6B22178207E343E0,2025-03-21T01:00:00.000+00:00,80
6B22178207E343E0,2025-03-22T14:14:00.000+00:00,40
6B22178207E343E0,2025-03-24T21:00:00.000+00:00,20
6B22178207E343E0,2025-03-21T15:33:00.000+00:00,80
6B22178207E343E0,2025-03-20T16:49:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:06:00.000+00:00,160
6B22178207E343E0,2025-03-21T15:08:00.000+00:00,120
6B22178207E343E0,2025-03-21T15:04:00.000+00:00,80
6B22178207E343E0,2025-03-21T19:36:00.000+00:00,40
6B22178207E343E0,2025-03-23T16:14:00.000+00:00,20
6B22178207E343E0,2025-03-21T15:18:00.000+00:00,240
6B22178207E343E0,2025-03-20T16:32:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:27:00.000+00:00,60
6B22178207E343E0,2025-03-20T17:34:00.000+00:00,40
6B22178207E343E0,2025-03-21T12:31:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:02:00.000+00:00,280
6B22178207E343E0,2025-03-20T15:32:00.000+00:00,300
6B22178207E343E0,2025-03-21T15:10:00.000+00:00,200
6B22178207E343E0,2025-03-22T15:17:00.000+00:00,120
6B22178207E343E0,2025-03-20T15:57:00.000+00:00,200
6B22178207E343E0,2025-03-23T15:05:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:12:00.000+00:00,520
6B22178207E343E0,2025-03-22T02:03:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:22:00.000+00:00,80
6B22178207E343E0,2025-03-20T15:20:00.000+00:00,440
6B22178207E343E0,2025-03-20T20:17:00.000+00:00,40
6B22178207E343E0,2025-03-20T15:31:00.000+00:00,120
6B22178207E343E0,2025-03-20T15:37:00.000+00:00,240
6B22178207E343E0,2025-03-23T15:06:00.000+00:00,120
6B22178207E343E0,2025-03-20T16:01:00.000+00:00,100
6B22178207E343E0,2025-03-20T15:54:00.000+00:00,160
6B22178207E343E0,2025-03-20T15:33:00.000+00:00,80
6B22178207E343E0,2025-03-22T15:03:00.000+00:00,20
6B22178207E343E0,2025-03-22T15:19:00.000+00:00,100
6B22178207E343E0,2025-03-21T15:03:00.000+00:00,140
6B22178207E343E0,2025-03-23T22:36:00.000+00:00,40
6B22178207E343E0,2025-03-20T16:25:00.000+00:00,60
6B22178207E343E0,2025-03-20T15:02:00.000+00:00,220
6B22178207E343E0,2025-03-20T15:40:00.000+00:00,240
6B22178207E343E0,2025-03-20T15:16:00.000+00:00,620
6B22178207E343E0,2025-03-20T15:56:00.000+00:00,220
6B22178207E343E0,2025-03-21T15:09:00.000+00:00,120
6B22178207E343E0,2025-03-20T18:06:00.000+00:00,40
6B22178207E343E0,2025-03-20T18:00:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:14:00.000+00:00,160
6B22178207E343E0,2025-03-23T16:39:00.000+00:00,60
6B22178207E343E0,2025-03-23T16:54:00.000+00:00,20
6B22178207E343E0,2025-03-20T15:42:00.000+00:00,120
6B22178207E343E0,2025-03-20T16:44:00.000+00:00,40
6B22178207E343E0,2025-03-24T19:18:00.000+00:00,20
6B22178207E343E0,2025-03-23T18:14:00.000+00:00,20
6B22178207E343E0,2025-03-20T18:53:00.000+00:00,40
6B22178207E343E0,2025-03-20T19:21:00.000+00:00,80
6B22178207E343E0,2025-03-20T17:39:00.000+00:00,20
6B22178207E343E0,2025-03-20T17:09:00.000+00:00,60
6B22178207E343E0,2025-03-23T16:12:00.000+00:00,20
6B22178207E343E0,2025-03-22T16:52:00.000+00:00,40
6B22178207E343E0,2025-03-20T23:22:00.000+00:00,40
6B22178207E343E0,2025-03-20T22:39:00.000+00:00,40
6B22178207E343E0,2025-03-23T13:34:00.000+00:00,40
6B22178207E343E0,2025-03-20T15:44:00.000+00:00,40
6B22178207E343E0,2025-03-21T18:43:00.000+00:00,20
6B22178207E343E0,2025-03-23T16:02:00.000+00:00,80
6B22178207E343E0,2025-03-20T21:36:00.000+00:00,20
6B22178207E343E0,2025-03-20T17:10:00.000+00:00,60
6B22178207E343E0,2025-03-20T16:38:00.000+00:00,60
6B22178207E343E0,2025-03-21T15:46:00.000+00:00,40
6B22178207E343E0,2025-03-23T15:29:00.000+00:00,60
6B22178207E343E0,2025-03-20T16:34:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:42:00.000+00:00,40
6B22178207E343E0,2025-03-20T17:07:00.000+00:00,20
6B22178207E343E0,2025-03-23T15:23:00.000+00:00,120
6B22178207E343E0,2025-03-22T15:15:00.000+00:00,80
6B22178207E343E0,2025-03-22T16:47:00.000+00:00,40
6B22178207E343E0,2025-03-20T16:05:00.000+00:00,100
6B22178207E343E0,2025-03-20T16:17:00.000+00:00,40
6B22178207E343E0,2025-03-20T16:13:00.000+00:00,40
6B22178207E343E0,2025-03-23T17:07:00.000+00:00,40
6B22178207E343E0,2025-03-20T17:23:00.000+00:00,80
6B22178207E343E0,2025-03-23T20:44:00.000+00:00,20
6B22178207E343E0,2025-03-24T19:24:00.000+00:00,100
6B22178207E343E0,2025-03-21T09:01:00.000+00:00,20
6B22178207E343E0,2025-03-20T16:20:00.000+00:00,60
6B22178207E343E0,2025-03-20T22:48:00.000+00:00,20
6B22178207E343E0,2025-03-23T16:27:00.000+00:00,40
6B22178207E343E0,2025-03-21T16:01:00.000+00:00,20
6B22178207E343E0,2025-03-23T15:08:00.000+00:00,120
6B22178207E343E0,2025-03-21T22:36:00.000+00:00,20
6B22178207E343E0,2025-03-21T16:43:00.000+00:00,20
6B22178207E343E0,2025-03-20T15:41:00.000+00:00,120
6B22178207E343E0,2025-03-20T23:18:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:15:00.000+00:00,200
6B22178207E343E0,2025-03-20T16:11:00.000+00:00,100
6B22178207E343E0,2025-03-23T03:14:00.000+00:00,40
6B22178207E343E0,2025-03-20T16:30:00.000+00:00,40
6B22178207E343E0,2025-03-20T18:20:00.000+00:00,40
6B22178207E343E0,2025-03-20T17:05:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:20:00.000+00:00,80
6B22178207E343E0,2025-03-21T03:45:00.000+00:00,20
6B22178207E343E0,2025-03-21T15:35:00.000+00:00,80
6B22178207E343E0,2025-03-21T15:26:00.000+00:00,40
6B22178207E343E0,2025-03-22T15:21:00.000+00:00,40
6B22178207E343E0,2025-03-20T16:21:00.000+00:00,120
6B22178207E343E0,2025-03-20T22:13:00.000+00:00,40
6B22178207E343E0,2025-03-20T16:12:00.000+00:00,80
6B22178207E343E0,2025-03-23T21:51:00.000+00:00,40
6B22178207E343E0,2025-03-21T22:07:00.000+00:00,40
6B22178207E343E0,2025-03-23T18:30:00.000+00:00,20
6B22178207E343E0,2025-03-23T15:53:00.000+00:00,120
6B22178207E343E0,2025-03-20T16:10:00.000+00:00,40
6B22178207E343E0,2025-03-20T17:59:00.000+00:00,20
6B22178207E343E0,2025-03-20T17:50:00.000+00:00,60
6B22178207E343E0,2025-03-22T15:16:00.000+00:00,60
6B22178207E343E0,2025-03-20T19:24:00.000+00:00,60
6B22178207E343E0,2025-03-22T15:12:00.000+00:00,80
6B22178207E343E0,2025-03-20T16:58:00.000+00:00,20
6B22178207E343E0,2025-03-23T16:05:00.000+00:00,40
6B22178207E343E0,2025-03-20T18:28:00.000+00:00,40
6B22178207E343E0,2025-03-22T15:31:00.000+00:00,40
6B22178207E343E0,2025-03-23T12:29:00.000+00:00,40
6B22178207E343E0,2025-03-20T23:48:00.000+00:00,20
6B22178207E343E0,2025-03-20T16:18:00.000+00:00,60
6B22178207E343E0,2025-03-20T16:27:00.000+00:00,60
6B22178207E343E0,2025-03-21T02:07:00.000+00:00,40
6B22178207E343E0,2025-03-22T19:10:00.000+00:00,40
6B22178207E343E0,2025-03-23T16:15:00.000+00:00,40
6B22178207E343E0,2025-03-22T15:09:00.000+00:00,20
6B22178207E343E0,2025-03-20T18:13:00.000+00:00,80
6B22178207E343E0,2025-03-22T15:11:00.000+00:00,20
6B22178207E343E0,2025-03-22T15:13:00.000+00:00,80
6B22178207E343E0,2025-03-20T15:38:00.000+00:00,20
6B22178207E343E0,2025-03-21T16:09:00.000+00:00,20
6B22178207E343E0,2025-03-24T17:51:00.000+00:00,20
6B22178207E343E0,2025-03-20T17:14:00.000+00:00,20
6B22178207E343E0,2025-03-20T21:22:00.000+00:00,40
6B22178207E343E0,2025-03-21T17:29:00.000+00:00,20
6B22178207E343E0,2025-03-20T19:59:00.000+00:00,40
6B22178207E343E0,2025-03-20T22:40:00.000+00:00,40
6B22178207E343E0,2025-03-23T16:20:00.000+00:00,40
6B22178207E343E0,2025-03-21T16:06:00.000+00:00,40
6B22178207E343E0,2025-03-23T23:09:00.000+00:00,40
6B22178207E343E0,2025-03-20T16:02:00.000+00:00,80
6B22178207E343E0,2025-03-23T15:18:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:16:00.000+00:00,60
6B22178207E343E0,2025-03-22T21:20:00.000+00:00,40
6B22178207E343E0,2025-03-21T01:27:00.000+00:00,20
6B22178207E343E0,2025-03-21T20:26:00.000+00:00,40
6B22178207E343E0,2025-03-21T03:15:00.000+00:00,40
6B22178207E343E0,2025-03-20T16:19:00.000+00:00,40
6B22178207E343E0,2025-03-23T15:38:00.000+00:00,40
6B22178207E343E0,2025-03-23T23:07:00.000+00:00,40
6B22178207E343E0,2025-03-23T15:57:00.000+00:00,40
6B22178207E343E0,2025-03-24T14:02:00.000+00:00,20
6B22178207E343E0,2025-03-20T21:39:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:28:00.000+00:00,40
6B22178207E343E0,2025-03-20T18:01:00.000+00:00,40
6B22178207E343E0,2025-03-20T16:04:00.000+00:00,40
6B22178207E343E0,2025-03-22T15:04:00.000+00:00,80
6B22178207E343E0,2025-03-21T16:36:00.000+00:00,20
6B22178207E343E0,2025-03-20T18:23:00.000+00:00,20
6B22178207E343E0,2025-03-22T03:46:00.000+00:00,20
6B22178207E343E0,2025-03-20T16:45:00.000+00:00,40
6B22178207E343E0,2025-03-21T00:40:00.000+00:00,40
6B22178207E343E0,2025-03-24T17:01:00.000+00:00,20
6B22178207E343E0,2025-03-20T22:54:00.000+00:00,20
6B22178207E343E0,2025-03-23T16:23:00.000+00:00,120
6B22178207E343E0,2025-03-22T17:18:00.000+00:00,40
6B22178207E343E0,2025-03-21T15:11:00.000+00:00,200
6B22178207E343E0,2025-03-20T15:59:00.000+00:00,60
6B22178207E343E0,2025-03-21T17:26:00.000+00:00,20
6B22178207E343E0,2025-03-20T17:02:00.000+00:00,20
6B22178207E343E0,2025-03-20T16:55:00.000+00:00,20
6B22178207E343E0,2025-03-22T15:54:00.000+00:00,20
6B22178207E343E0,2025-03-20T19:00:00.000+00:00,20
6B22178207E343E0,2025-03-23T17:59:00.000+00:00,40
6B22178207E343E0,2025-03-21T04:00:00.000+00:00,20
6B22178207E343E0,2025-03-20T15:58:00.000+00:00,140
6B22178207E343E0,2025-03-20T16:06:00.000+00:00,40
6B22178207E343E0,2025-03-20T15:51:00.000+00:00,60
6B22178207E343E0,2025-03-20T18:19:00.000+00:00,20
6B22178207E343E0,2025-03-20T16:26:00.000+00:00,20
6B22178207E343E0,2025-03-20T16:24:00.000+00:00,40
6B22178207E343E0,2025-03-24T18:14:00.000+00:00,20
6B22178207E343E0,2025-03-20T18:26:00.000+00:00,20
6B22178207E343E0,2025-03-22T15:24:00.000+00:00,20
6B22178207E343E0,2025-03-22T18:15:00.000+00:00,20
6B22178207E343E0,2025-03-21T15:25:00.000+00:00,40
6B22178207E343E0,2025-03-22T17:55:00.000+00:00,20
6B22178207E343E0,2025-03-21T00:41:00.000+00:00,20
6B22178207E343E0,2025-03-21T12:20:00.000+00:00,40
6B22178207E343E0,2025-03-23T15:17:00.000+00:00,40
6B22178207E343E0,2025-03-20T21:16:00.000+00:00,20
6B22178207E343E0,2025-03-21T01:58:00.000+00:00,20
6B22178207E343E0,2025-03-20T17:33:00.000+00:00,20
6B22178207E343E0,2025-03-23T15:15:00.000+00:00,20
6B22178207E343E0,2025-03-20T16:52:00.000+00:00,20
6B22178207E343E0,2025-03-23T20:58:00.000+00:00,40
6B22178207E343E0,2025-03-21T02:43:00.000+00:00,20
6B22178207E343E0,2025-03-23T15:55:00.000+00:00,20
